,Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
39,prerank,MSigDB_Hallmark_2020__Estrogen Response Early,-0.28328404975363,-1.0689815999597254,0.3158783783783784,0.4187719120249811,1.0,44/154,22.99%,FOS;PMAIP1;CD44;PPIF;NADSYN1;FCMR;AMFR;SLC7A5;MYBBP1A;SH3BP5;EGR3;ABLIM1;MED24;FKBP4;SCARB1;UGCG;BCL11B;ZNF185;BCL2;MYC;MYBL1;TMEM164;ADCY9;TIPARP;CLIC3;ELOVL5;KLF4;ELF3;ASB13;CISH;ENDOD1;B4GALT1;RARA;IGF1R;P2RY2;OPN3;SLC1A4;TGM2;MYB;PAPSS2;AQP3;SLC26A2;NRIP1;ABAT
40,prerank,MSigDB_Hallmark_2020__DNA Repair,0.27574162090355625,1.0657834345311388,0.2857142857142857,0.36622962654789293,0.998,42/145,15.62%,CMPK2;RBX1;NT5C3A;HPRT1;POLR2K;ARL6IP1;SUPT4H1;SDCBP;EIF1B;POLD3;ELOA;GTF2B;RPA2;DGUOK;POLR1D;GPX4;POLD4;HCLS1;ADRM1;POLR2H;RALA;POLE4;NME4;PNP;TSG101;TAF6;SAC3D1;RNMT;NUDT21;CSTF3;CANT1;SURF1;PCNA;DAD1;GMPR2;VPS28;RPA3;SNAPC5;POLR2F;NELFE;PDE4B;ERCC4
41,prerank,MSigDB_Hallmark_2020__UV Response Dn,-0.2925158938111793,-1.0554875381033177,0.33825944170771755,0.407494335283574,1.0,37/118,21.73%,DUSP1;ATP2B1;INSIG1;MTA1;MGLL;NR1D2;YTHDC1;PMP22;FZD2;DYRK1A;PIK3CD;FYN;MYC;PRKCE;SMAD3;ABCC1;SLC7A1;WDR37;ARHGEF9;BCKDHB;VAV2;LPAR1;CDK13;TOGARAM1;MGMT;SFMBT1;PEX14;ZMIZ1;ICA1;TGFBR3;IGF1R;NFKB1;TENT4A;DMAC2L;NRP1;INPP4B;CDKN1B
42,prerank,MSigDB_Hallmark_2020__Angiogenesis,0.36639050694977265,1.0256437439711925,0.39847715736040606,0.44463330381787625,1.0,5/25,7.81%,TIMP1;S100A4;PF4;LRPAP1;VCAN
43,prerank,MSigDB_Hallmark_2020__KRAS Signaling Dn,0.2810627868030773,1.0190990868691396,0.4044665012406948,0.44906097136128204,1.0,3/102,0.44%,IFI44L;MX1;RSAD2
44,prerank,MSigDB_Hallmark_2020__G2-M Checkpoint,0.2477904443793517,0.973931217143151,0.5165394402035624,0.5528741338442283,1.0,32/188,11.81%,MT2A;SAP30;CUL1;TOP1;NASP;KIF5B;GSPT1;PML;DDX39A;PDS5B;HSPA8;RAD21;E2F4;STAG1;LMNB1;MNAT1;EWSR1;CKS2;MAPK14;LBR;NOTCH2;RPA2;PAFAH1B1;SMC4;CTCF;KPNA2;JPT1;SQLE;CDC27;TMPO;DR1;RBM14
45,prerank,MSigDB_Hallmark_2020__Myogenesis,0.23716554379384958,0.8995701647354006,0.6930946291560103,0.7326529946323398,1.0,17/137,10.38%,CLU;ACSL1;CFD;HBEGF;TNNT1;GADD45B;TPM3;GSN;BAG1;IGFBP7;FDPS;ATP6AP1;SVIL;MYH9;HDAC5;SYNGR2;CHRNB1
46,prerank,MSigDB_Hallmark_2020__E2F Targets,0.227711715916347,0.8947850677435234,0.7606382978723404,0.7254185809322611,1.0,40/195,12.74%,RAN;RAD50;NASP;HMGB2;GSPT1;DEK;MTHFD2;PHF5A;LYAR;DDX39A;PDS5B;EXOSC8;RAD21;EIF2S1;STAG1;LMNB1;POLD3;CKS2;SMC3;DONSON;LBR;NBN;RPA2;DCK;SMC4;CTCF;POLE4;AK2;PRDX4;MLH1;KPNA2;DNMT1;JPT1;TMPO;USP1;NUDT21;XRCC6;TBRG4;PCNA;RFC1
47,prerank,MSigDB_Hallmark_2020__Mitotic Spindle,-0.2175559181316743,-0.8415715493522771,0.8745704467353952,0.8930114155180948,1.0,57/191,25.73%,KIF22;DST;ARHGAP5;EPB41;KLC1;WASF2;TAOK2;PKD2;MYO9B;ARHGAP4;CNTROB;GEMIN4;ABR;SSH2;BCL2L11;RHOF;KIF3B;CLIP1;ARHGEF11;ARHGAP10;CCDC88A;PRC1;DYNLL2;PCNT;TRIO;PLEKHG2;FBXO5;ABL1;CEP250;NUSAP1;SHROOM1;KIF20B;KATNB1;RALBP1;LRPPRC;NET1;NCK1;NIN;BCR;FSCN1;RASAL2;MID1IP1;CEP131;CTTN;KIFAP3;RICTOR;CENPJ;PALLD;KNTC1;KPTN;CEP192;CDC42EP2;FGD6;RACGAP1;CYTH2;SUN2;HDAC6
48,prerank,MSigDB_Hallmark_2020__Bile Acid Metabolism,0.23175440488894458,0.8289044935172458,0.8508557457212714,0.8543879398952572,1.0,11/89,8.66%,GSTK1;ACSL1;IDH1;HSD17B4;PNPLA8;HSD17B11;PRDX5;ACSL5;LONP2;PEX26;GNPAT
49,prerank,MSigDB_Hallmark_2020__Apical Surface,-0.22926786165649135,-0.6525392869282659,0.950530035335689,0.9869457878183232,1.0,16/31,42.90%,APP;PLAUR;MAL;GATA3;B4GALT1;IL2RG;LYPD3;GHRL;CD160;ADAM10;CROCC;BRCA1;GSTM3;HSPB1;ATP8B1;DCBLD2
